fold,split,epoch,mse
2,val,15,0.3339357376098633
2,val,16,0.33451321721076965
2,val,17,0.3271031975746155
2,val,18,0.32674241065979004
2,val,19,0.32998359203338623
2,val,20,0.3246484100818634
3,val,1,0.44463005661964417
3,val,2,0.4042750895023346
3,val,3,0.3886514902114868
3,val,4,0.37387707829475403
3,val,5,0.36660563945770264
3,val,6,0.3668079376220703
3,val,7,0.3574690520763397
3,val,8,0.3637217879295349
3,val,9,0.35042184591293335
3,val,10,0.34938934445381165
3,val,11,0.3477090001106262
3,val,12,0.34531641006469727
3,val,13,0.345430463552475
3,val,14,0.3467651605606079
3,val,15,0.3401670455932617
3,val,16,0.3466053903102875
3,val,17,0.3435885012149811
3,val,18,0.33929088711738586
3,val,19,0.33434441685676575
3,val,20,0.33885839581489563
4,val,1,0.3668907880783081
4,val,2,0.3411876857280731
4,val,3,0.3251572549343109
4,val,4,0.30892419815063477
4,val,5,0.3056216537952423
4,val,6,0.29863911867141724
4,val,7,0.2951715290546417
4,val,8,0.29932931065559387
4,val,9,0.2968010902404785
4,val,10,0.2890300750732422
4,val,11,0.28777259588241577
4,val,12,0.28758367896080017
4,val,13,0.28870972990989685
4,val,14,0.2836636006832123
4,val,15,0.288046270608902
4,val,16,0.28255924582481384
4,val,17,0.28106892108917236
4,val,18,0.289693146944046
4,val,19,0.2833471894264221
4,val,20,0.28065168857574463
5,val,1,1.531559944152832
5,val,2,1.3571205139160156
5,val,3,1.2806684970855713
5,val,4,1.6357297897338867
5,val,5,1.1979424953460693
5,val,6,1.1813501119613647
5,val,7,1.1010860204696655
5,val,8,1.099473476409912
5,val,9,1.0952990055084229
5,val,10,1.134474754333496
5,val,11,1.022839069366455
5,val,12,1.1008564233779907
5,val,13,0.9939543008804321
5,val,14,0.9306951761245728
5,val,15,0.8986645936965942
5,val,16,1.0703063011169434
5,val,17,0.8620178699493408
5,val,18,0.8290561437606812
5,val,19,0.8801087141036987
5,val,20,1.4523210525512695
